Sample Date,Test date,WRRF Name,WRRF Abbreviation,Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Per capita SARS-CoV-2 load (N1 copies per day per population),Annotation,"Population Served, estimated ",Technology
11/20/2022,11/21/2022,26th Ward,26W,"140,760.00","91,700,000.00",PHL DATA,"290,608",dPCR
11/20/2022,11/21/2022,Bowery Bay,BB,"341,040.00","117,000,000.00",,"924,695",dPCR
11/20/2022,11/21/2022,Coney Island,CI,"140,328.00","56,800,000.00",,"682,342",dPCR
11/20/2022,11/21/2022,Hunts Point,HP,"97,224.00","54,500,000.00",,"755,948",dPCR
11/20/2022,11/21/2022,Jamaica Bay,JA,"636,240.00","235,000,000.00",,"748,737",dPCR
11/20/2022,11/21/2022,Newtown Creek,NC,"304,080.00","174,000,000.00",,"1,156,473",dPCR
11/20/2022,11/21/2022,North River,NR,"252,240.00","136,000,000.00",,"658,596",dPCR
11/20/2022,11/21/2022,Oakwood Beach,OB,"196,272.00","72,100,000.00",,"258,731",dPCR
11/20/2022,11/21/2022,Owls Head,OH,"504,240.00","160,000,000.00",,"906,442",dPCR
11/20/2022,11/21/2022,Port Richmond,PR,"289,440.00","121,000,000.00",This sample was analyzed in duplicate.,"226,167",dPCR
11/20/2022,11/21/2022,Red Hook,RH,"225,288.00","87,600,000.00",,"224,029",dPCR
11/20/2022,11/21/2022,Rockaway,RK,"122,592.00","73,100,000.00",,"120,539",dPCR
11/20/2022,11/21/2022,Tallman Island,TI,"164,952.00","73,600,000.00",,"449,907",dPCR
11/20/2022,11/21/2022,Wards Island,WI,"258,960.00","139,000,000.00",,"1,201,485",dPCR
12/18/2022,12/19/2022,26th Ward,26W,"135,408.00","88,200,000.00",PHL DATA,"290,608",dPCR
12/18/2022,12/19/2022,Bowery Bay,BB,"282,000.00","104,000,000.00",,"924,695",dPCR
12/18/2022,12/19/2022,Coney Island,CI,"426,240.00","206,000,000.00",,"682,342",dPCR
12/18/2022,12/19/2022,Hunts Point,HP,"135,744.00","84,300,000.00",,"755,948",dPCR
12/18/2022,12/19/2022,Jamaica Bay,JA,"616,560.00","243,000,000.00",,"748,737",dPCR
12/18/2022,12/19/2022,Newtown Creek,NC,"323,760.00","194,000,000.00",,"1,156,473",dPCR
12/18/2022,12/19/2022,North River,NR,"153,264.00","83,700,000.00",,"658,596",dPCR
12/18/2022,12/19/2022,Oakwood Beach,OB,"441,120.00","188,000,000.00",,"258,731",dPCR
12/18/2022,12/19/2022,Owls Head,OH,"855,360.00","300,000,000.00",,"906,442",dPCR
12/18/2022,12/19/2022,Port Richmond,PR,"396,720.00","190,000,000.00",This sample was analyzed in duplicate.,"226,167",dPCR
12/18/2022,12/19/2022,Red Hook,RH,"276,240.00","131,000,000.00",,"224,029",dPCR
12/18/2022,12/19/2022,Rockaway,RK,"472,560.00","341,000,000.00",,"120,539",dPCR
12/18/2022,12/19/2022,Tallman Island,TI,"217,992.00","121,000,000.00",,"449,907",dPCR
12/18/2022,12/19/2022,Wards Island,WI,"167,064.00","93,700,000.00",,"1,201,485",dPCR
01/08/2023,01/09/2023,26th Ward,26W,"261,600.00","167,000,000.00",PHL DATA,"290,608",dPCR
01/08/2023,01/09/2023,Bowery Bay,BB,"402,720.00","155,000,000.00",,"924,695",dPCR
01/08/2023,01/09/2023,Coney Island,CI,"262,800.00","115,000,000.00",,"682,342",dPCR
01/08/2023,01/09/2023,Hunts Point,HP,"91,200.00","57,100,000.00",,"755,948",dPCR
01/08/2023,01/09/2023,Jamaica Bay,JA,"680,400.00","258,000,000.00",,"748,737",dPCR
01/08/2023,01/09/2023,Newtown Creek,NC,"323,520.00","196,000,000.00",,"1,156,473",dPCR
01/08/2023,01/09/2023,North River,NR,"148,896.00","82,200,000.00",,"658,596",dPCR
01/08/2023,01/09/2023,Oakwood Beach,OB,"299,520.00","124,000,000.00",,"258,731",dPCR
01/08/2023,01/09/2023,Owls Head,OH,"252,240.00","91,600,000.00",,"906,442",dPCR
01/08/2023,01/09/2023,Port Richmond,PR,"181,512.00","82,300,000.00",This sample was analyzed in duplicate.,"226,167",dPCR
01/08/2023,01/09/2023,Red Hook,RH,"292,560.00","119,000,000.00",,"224,029",dPCR
01/08/2023,01/09/2023,Rockaway,RK,"127,824.00","80,300,000.00",,"120,539",dPCR
01/08/2023,01/09/2023,Tallman Island,TI,"451,680.00","209,000,000.00",,"449,907",dPCR
01/08/2023,01/09/2023,Wards Island,WI,"98,352.00","58,900,000.00",,"1,201,485",dPCR
01/17/2023,01/18/2023,26th Ward,26W,"315,360.00","189,000,000.00",PHL DATA,"290,608",dPCR
01/17/2023,01/18/2023,Bowery Bay,BB,"250,800.00","88,300,000.00",,"924,695",dPCR
01/17/2023,01/18/2023,Coney Island,CI,"131,928.00","54,900,000.00",,"682,342",dPCR
01/17/2023,01/18/2023,Hunts Point,HP,"185,232.00","113,000,000.00",,"755,948",dPCR
01/17/2023,01/18/2023,Jamaica Bay,JA,"295,200.00","106,000,000.00",,"748,737",dPCR
01/17/2023,01/18/2023,Newtown Creek,NC,"149,808.00","95,100,000.00",,"1,156,473",dPCR
01/17/2023,01/18/2023,North River,NR,"244,800.00","136,000,000.00",,"658,596",dPCR
01/17/2023,01/18/2023,Oakwood Beach,OB,"281,520.00","100,000,000.00",,"258,731",dPCR
01/17/2023,01/18/2023,Owls Head,OH,"430,080.00","147,000,000.00",,"906,442",dPCR
01/17/2023,01/18/2023,Port Richmond,PR,"433,440.00","176,000,000.00",This sample was analyzed in duplicate.,"226,167",dPCR
01/17/2023,01/18/2023,Red Hook,RH,"299,760.00","127,000,000.00",,"224,029",dPCR
01/17/2023,01/18/2023,Rockaway,RK,"152,976.00","96,100,000.00",,"120,539",dPCR
01/17/2023,01/18/2023,Tallman Island,TI,"266,880.00","115,000,000.00",,"449,907",dPCR
01/17/2023,01/18/2023,Wards Island,WI,"128,424.00","73,200,000.00",,"1,201,485",dPCR
01/31/2023,02/01/2023,26th Ward,26W,"312,000.00","195,000,000.00",PHL DATA,"290,608",dPCR
01/31/2023,02/01/2023,Bowery Bay,BB,"276,240.00","103,000,000.00",,"924,695",dPCR
01/31/2023,02/01/2023,Coney Island,CI,"373,200.00","161,000,000.00",,"682,342",dPCR
01/31/2023,02/01/2023,Hunts Point,HP,"250,560.00","159,000,000.00",,"755,948",dPCR
01/31/2023,02/01/2023,Jamaica Bay,JA,"363,840.00","138,000,000.00",,"748,737",dPCR
01/31/2023,02/01/2023,Newtown Creek,NC,"174,024.00","113,000,000.00",,"1,156,473",dPCR
01/31/2023,02/01/2023,North River,NR,"122,784.00","69,200,000.00",,"658,596",dPCR
01/31/2023,02/01/2023,Oakwood Beach,OB,"8,808.00","3,700,000.00",,"258,731",dPCR
01/31/2023,02/01/2023,Owls Head,OH,"218,280.00","76,600,000.00",,"906,442",dPCR
01/31/2023,02/01/2023,Port Richmond,PR,"367,920.00","164,000,000.00",This sample was analyzed in duplicate.,"226,167",dPCR
01/31/2023,02/01/2023,Red Hook,RH,"136,776.00","55,500,000.00",,"224,029",dPCR
01/31/2023,02/01/2023,Rockaway,RK,"941,520.00","562,000,000.00",,"120,539",dPCR
01/31/2023,02/01/2023,Tallman Island,TI,"356,400.00","159,000,000.00",,"449,907",dPCR
01/31/2023,02/01/2023,Wards Island,WI,"194,184.00","115,000,000.00",,"1,201,485",dPCR
02/07/2023,02/08/2023,26th Ward,26W,"117,648.00","73,600,000.00",PHL DATA,"290,608",dPCR
02/07/2023,02/08/2023,Bowery Bay,BB,"171,624.00","61,800,000.00",,"924,695",dPCR
02/07/2023,02/08/2023,Coney Island,CI,"70,464.00","29,700,000.00",,"682,342",dPCR
02/07/2023,02/08/2023,Hunts Point,HP,"129,960.00","79,400,000.00",,"755,948",dPCR
02/07/2023,02/08/2023,Jamaica Bay,JA,"424,560.00","157,000,000.00",,"748,737",dPCR
02/07/2023,02/08/2023,Newtown Creek,NC,"226,152.00","147,000,000.00",,"1,156,473",dPCR
02/07/2023,02/08/2023,North River,NR,"148,440.00","83,600,000.00",,"658,596",dPCR
02/07/2023,02/08/2023,Oakwood Beach,OB,"379,440.00","140,000,000.00",,"258,731",dPCR
02/07/2023,02/08/2023,Owls Head,OH,"425,280.00","147,000,000.00",,"906,442",dPCR
02/07/2023,02/08/2023,Port Richmond,PR,"293,520.00","123,000,000.00",This sample was analyzed in duplicate.,"226,167",dPCR
02/07/2023,02/08/2023,Red Hook,RH,"214,032.00","86,800,000.00",,"224,029",dPCR
02/07/2023,02/08/2023,Rockaway,RK,"170,448.00","96,300,000.00",,"120,539",dPCR
02/07/2023,02/08/2023,Tallman Island,TI,"147,096.00","65,600,000.00",,"449,907",dPCR
02/07/2023,02/08/2023,Wards Island,WI,"173,232.00","102,000,000.00",,"1,201,485",dPCR
02/14/2023,02/15/2023,26th Ward,26W,"119,952.00","71,900,000.00",PHL DATA,"290,608",dPCR
02/14/2023,02/15/2023,Bowery Bay,BB,"227,376.00","76,300,000.00",,"924,695",dPCR
02/14/2023,02/15/2023,Coney Island,CI,"230,304.00","93,300,000.00",,"682,342",dPCR
02/14/2023,02/15/2023,Hunts Point,HP,"213,408.00","124,000,000.00",,"755,948",dPCR
02/14/2023,02/15/2023,Jamaica Bay,JA,"318,720.00","113,000,000.00",,"748,737",dPCR
02/14/2023,02/15/2023,Newtown Creek,NC,"122,208.00","75,600,000.00",,"1,156,473",dPCR
02/14/2023,02/15/2023,North River,NR,"102,552.00","56,600,000.00",,"658,596",dPCR
02/14/2023,02/15/2023,Oakwood Beach,OB,"275,520.00","101,000,000.00",,"258,731",dPCR
02/14/2023,02/15/2023,Owls Head,OH,"129,528.00","41,700,000.00",,"906,442",dPCR
02/14/2023,02/15/2023,Port Richmond,PR,"156,768.00","60,300,000.00",This sample was analyzed in duplicate.,"226,167",dPCR
02/14/2023,02/15/2023,Red Hook,RH,"330,720.00","134,000,000.00",,"224,029",dPCR
02/14/2023,02/15/2023,Rockaway,RK,"82,464.00","46,600,000.00",,"120,539",dPCR
02/14/2023,02/15/2023,Tallman Island,TI,"238,920.00","88,400,000.00",,"449,907",dPCR
02/14/2023,02/15/2023,Wards Island,WI,"117,360.00","64,700,000.00",,"1,201,485",dPCR
02/21/2023,02/22/2023,26th Ward,26W,"92,472.00","61,400,000.00",PHL DATA,"290,608",dPCR
02/21/2023,02/22/2023,Bowery Bay,BB,"156,672.00","74,400,000.00",,"924,695",dPCR
02/21/2023,02/22/2023,Coney Island,CI,"57,960.00","27,700,000.00",,"682,342",dPCR
02/21/2023,02/22/2023,Hunts Point,HP,"34,704.00","22,100,000.00",,"755,948",dPCR
02/21/2023,02/22/2023,Jamaica Bay,JA,"193,872.00","76,500,000.00",,"748,737",dPCR
02/21/2023,02/22/2023,Newtown Creek,NC,"148,680.00","105,000,000.00",,"1,156,473",dPCR
02/21/2023,02/22/2023,North River,NR,"48,816.00","30,300,000.00",,"658,596",dPCR
02/21/2023,02/22/2023,Oakwood Beach,OB,"133,080.00","49,800,000.00",,"258,731",dPCR
02/21/2023,02/22/2023,Owls Head,OH,"66,696.00","26,500,000.00",,"906,442",dPCR
02/21/2023,02/22/2023,Port Richmond,PR,"140,112.00","61,000,000.00",This sample was analyzed in duplicate.,"226,167",dPCR
02/21/2023,02/22/2023,Red Hook,RH,"82,704.00","37,700,000.00",,"224,029",dPCR
02/21/2023,02/22/2023,Rockaway,RK,"54,648.00","32,600,000.00",,"120,539",dPCR
02/21/2023,02/22/2023,Tallman Island,TI,"112,848.00","62,700,000.00",,"449,907",dPCR
02/21/2023,02/22/2023,Wards Island,WI,"92,352.00","59,600,000.00",,"1,201,485",dPCR
02/28/2023,03/01/2023,26th Ward,26W,"38,856.00","32,900,000.00",PHL DATA,"290,608",dPCR
02/28/2023,03/01/2023,Bowery Bay,BB,"62,040.00","41,900,000.00",,"924,695",dPCR
02/28/2023,03/01/2023,Coney Island,CI,"64,176.00","35,200,000.00",,"682,342",dPCR
02/28/2023,03/01/2023,Hunts Point,HP,"20,496.00","16,500,000.00",,"755,948",dPCR
02/28/2023,03/01/2023,Jamaica Bay,JA,"105,936.00","48,700,000.00",,"748,737",dPCR
02/28/2023,03/01/2023,Newtown Creek,NC,"43,728.00","38,500,000.00",,"1,156,473",dPCR
02/28/2023,03/01/2023,North River,NR,"26,880.00","19,900,000.00",,"658,596",dPCR
02/28/2023,03/01/2023,Oakwood Beach,OB,"99,024.00","47,500,000.00",,"258,731",dPCR
02/28/2023,03/01/2023,Owls Head,OH,"123,336.00","68,500,000.00",,"906,442",dPCR
02/28/2023,03/01/2023,Port Richmond,PR,"80,928.00","48,800,000.00",This sample was analyzed in duplicate.,"226,167",dPCR
02/28/2023,03/01/2023,Red Hook,RH,"38,856.00","24,900,000.00",,"224,029",dPCR
02/28/2023,03/01/2023,Rockaway,RK,"33,192.00","20,800,000.00",,"120,539",dPCR
02/28/2023,03/01/2023,Tallman Island,TI,"126,000.00","79,500,000.00",,"449,907",dPCR
02/28/2023,03/01/2023,Wards Island,WI,"47,184.00","34,900,000.00",,"1,201,485",dPCR
03/07/2023,03/08/2023,26th Ward,26W,"55,032.00","34,400,000.00",PHL DATA,"290,608",dPCR
03/07/2023,03/08/2023,Bowery Bay,BB,"121,416.00","45,200,000.00",,"924,695",dPCR
03/07/2023,03/08/2023,Coney Island,CI,"102,072.00","47,000,000.00",,"682,342",dPCR
03/07/2023,03/08/2023,Hunts Point,HP,"43,776.00","26,500,000.00",,"755,948",dPCR
03/07/2023,03/08/2023,Jamaica Bay,JA,"98,664.00","36,900,000.00",,"748,737",dPCR
03/07/2023,03/08/2023,Newtown Creek,NC,"48,984.00","32,100,000.00",,"1,156,473",dPCR
03/07/2023,03/08/2023,North River,NR,"60,792.00","36,000,000.00",,"658,596",dPCR
03/07/2023,03/08/2023,Oakwood Beach,OB,"86,952.00","37,700,000.00",,"258,731",dPCR
03/07/2023,03/08/2023,Owls Head,OH,"80,472.00",0.00,,"906,442",dPCR
03/07/2023,03/08/2023,Port Richmond,PR,"67,728.00","34,000,000.00",This sample was analyzed in duplicate.,"226,167",dPCR
03/07/2023,03/08/2023,Red Hook,RH,"94,032.00","41,300,000.00",,"224,029",dPCR
03/07/2023,03/08/2023,Rockaway,RK,"283,920.00","169,000,000.00",,"120,539",dPCR
03/07/2023,03/08/2023,Tallman Island,TI,"68,952.00","33,600,000.00",,"449,907",dPCR
03/07/2023,03/08/2023,Wards Island,WI,"70,416.00","41,500,000.00",,"1,201,485",dPCR
03/12/2023,03/13/2023,26th Ward,26W,"67,536.00","43,100,000.00",3/13/23-DEP to PHL transition,"290,608",dPCR
03/12/2023,03/13/2023,Bowery Bay,BB,"78,408.00","32,400,000.00",,"924,695",dPCR
03/12/2023,03/13/2023,Coney Island,CI,"25,680.00","15,500,000.00",,"682,342",dPCR
03/12/2023,03/13/2023,Hunts Point,HP,"33,480.00","20,300,000.00",,"755,948",dPCR
03/12/2023,03/13/2023,Jamaica Bay,JA,"76,632.00","30,600,000.00",,"748,737",dPCR
03/12/2023,03/13/2023,Newtown Creek,NC,"73,584.00","48,400,000.00",,"1,156,473",dPCR
03/12/2023,03/13/2023,North River,NR,"63,336.00","35,300,000.00",,"658,596",dPCR
03/12/2023,03/13/2023,Oakwood Beach,OB,"56,664.00","26,000,000.00",,"258,731",dPCR
03/12/2023,03/13/2023,Owls Head,OH,"35,304.00","13,600,000.00",,"906,442",dPCR
03/12/2023,03/13/2023,Port Richmond,PR,"27,264.00","14,100,000.00",This sample was analyzed in duplicate.,"226,167",dPCR
03/12/2023,03/13/2023,Red Hook,RH,"118,608.00","52,100,000.00",,"224,029",dPCR
03/12/2023,03/13/2023,Rockaway,RK,"44,424.00","30,700,000.00",**Sample originally failed-reran on 4/13/23,"120,539",dPCR
03/12/2023,03/13/2023,Tallman Island,TI,"29,112.00","16,700,000.00",,"449,907",dPCR
03/12/2023,03/13/2023,Wards Island,WI,"66,960.00","40,500,000.00",,"1,201,485",dPCR
03/14/2023,03/15/2023,26th Ward,26W,,,,"290,608",dPCR
03/14/2023,03/15/2023,Bowery Bay,BB,"37,320.00","19,100,000.00",,"924,695",dPCR
03/14/2023,03/15/2023,Coney Island,CI,"41,976.00","21,400,000.00",,"682,342",dPCR
03/14/2023,03/15/2023,Hunts Point,HP,"13,080.00","7,660,000.00",,"755,948",dPCR
03/14/2023,03/15/2023,Jamaica Bay,JA,"98,136.00","42,200,000.00",,"748,737",dPCR
03/14/2023,03/15/2023,Newtown Creek,NC,"54,744.00","38,500,000.00",,"1,156,473",dPCR
03/14/2023,03/15/2023,North River,NR,"52,896.00","31,600,000.00",,"658,596",dPCR
03/14/2023,03/15/2023,Oakwood Beach,OB,"41,736.00","21,400,000.00",,"258,731",dPCR
03/14/2023,03/15/2023,Owls Head,OH,"45,480.00","17,900,000.00",,"906,442",dPCR
03/14/2023,03/15/2023,Port Richmond,PR,"113,640.00","68,500,000.00",This sample was analyzed in duplicate.,"226,167",dPCR
03/14/2023,03/15/2023,Red Hook,RH,"29,592.00","13,500,000.00",,"224,029",dPCR
03/14/2023,03/15/2023,Rockaway,RK,"33,240.00","24,000,000.00",,"120,539",dPCR
03/14/2023,03/15/2023,Tallman Island,TI,"37,128.00","23,100,000.00",,"449,907",dPCR
03/14/2023,03/15/2023,Wards Island,WI,"38,880.00","26,800,000.00",,"1,201,485",dPCR
03/19/2023,03/20/2023,26th Ward,26W,"28,320.00","18,100,000.00",**Sample originally failed-reran on 4/13/23,"290,608",dPCR
03/19/2023,03/20/2023,Bowery Bay,BB,"67,776.00","25,000,000.00",,"924,695",dPCR
03/19/2023,03/20/2023,Coney Island,CI,"71,880.00","32,700,000.00",,"682,342",dPCR
03/19/2023,03/20/2023,Hunts Point,HP,"42,312.00","47,700,000.00",**Sample originally failed-reran on 4/13/23,"755,948",dPCR
03/19/2023,03/20/2023,Jamaica Bay,JA,"56,760.00","22,400,000.00",,"748,737",dPCR
03/19/2023,03/20/2023,Newtown Creek,NC,"80,232.00","47,800,000.00",**Sample originally failed-reran on 4/13/23,"1,156,473",dPCR
03/19/2023,03/20/2023,North River,NR,"51,552.00","27,600,000.00",,"658,596",dPCR
03/19/2023,03/20/2023,Oakwood Beach,OB,"61,632.00","27,100,000.00",,"258,731",dPCR
03/19/2023,03/20/2023,Owls Head,OH,"60,864.00","21,400,000.00",,"906,442",dPCR
03/19/2023,03/20/2023,Port Richmond,PR,"37,104.00","16,800,000.00",This sample was analyzed in duplicate.,"226,167",dPCR
03/19/2023,03/20/2023,Red Hook,RH,"127,680.00","51,800,000.00",,"224,029",dPCR
03/19/2023,03/20/2023,Rockaway,RK,"28,992.00","17,300,000.00",,"120,539",dPCR
03/19/2023,03/20/2023,Tallman Island,TI,"50,448.00","22,100,000.00",,"449,907",dPCR
03/19/2023,03/20/2023,Wards Island,WI,"44,784.00","23,300,000.00",,"1,201,485",dPCR
03/21/2023,03/22/2023,26th Ward,26W,"76,608.00","45,900,000.00",,"290,608",dPCR
03/21/2023,03/22/2023,Bowery Bay,BB,"110,736.00","38,500,000.00",,"924,695",dPCR
03/21/2023,03/22/2023,Coney Island,CI,"19,272.00","8,130,000.00",,"682,342",dPCR
03/21/2023,03/22/2023,Hunts Point,HP,"42,456.00","42,700,000.00",,"755,948",dPCR
03/21/2023,03/22/2023,Jamaica Bay,JA,"112,104.00","41,900,000.00",,"748,737",dPCR
03/21/2023,03/22/2023,Newtown Creek,NC,"54,312.00","32,700,000.00",,"1,156,473",dPCR
03/21/2023,03/22/2023,North River,NR,"93,672.00","52,800,000.00",,"658,596",dPCR
03/21/2023,03/22/2023,Oakwood Beach,OB,"36,336.00","12,700,000.00",,"258,731",dPCR
03/21/2023,03/22/2023,Owls Head,OH,"107,304.00","36,300,000.00",,"906,442",dPCR
03/21/2023,03/22/2023,Port Richmond,PR,"128,112.00","53,600,000.00",This sample was analyzed in duplicate.,"226,167",dPCR
03/21/2023,03/22/2023,Red Hook,RH,"102,552.00","39,900,000.00",,"224,029",dPCR
03/21/2023,03/22/2023,Rockaway,RK,"21,216.00","12,000,000.00",,"120,539",dPCR
03/21/2023,03/22/2023,Tallman Island,TI,"78,192.00","34,200,000.00",,"449,907",dPCR
03/21/2023,03/22/2023,Wards Island,WI,"39,312.00","24,300,000.00",,"1,201,485",dPCR
03/26/2023,03/27/2023,26th Ward,26W,"11,232.00","6,730,000.00",,"290,608",dPCR
03/26/2023,03/27/2023,Bowery Bay,BB,"51,696.00","20,100,000.00",,"924,695",dPCR
03/26/2023,03/27/2023,Coney Island,CI,"34,656.00","15,800,000.00",,"682,342",dPCR
03/26/2023,03/27/2023,Hunts Point,HP,"18,168.00","12,200,000.00",,"755,948",dPCR
03/26/2023,03/27/2023,Jamaica Bay,JA,"54,600.00","21,000,000.00",,"748,737",dPCR
03/26/2023,03/27/2023,Newtown Creek,NC,"34,800.00","20,800,000.00",,"1,156,473",dPCR
03/26/2023,03/27/2023,North River,NR,"21,720.00","11,700,000.00",,"658,596",dPCR
03/26/2023,03/27/2023,Oakwood Beach,OB,"61,488.00","34,000,000.00",,"258,731",dPCR
03/26/2023,03/27/2023,Owls Head,OH,"54,144.00","19,900,000.00",,"906,442",dPCR
03/26/2023,03/27/2023,Port Richmond,PR,"45,288.00","19,700,000.00",This sample was analyzed in duplicate.,"226,167",dPCR
03/26/2023,03/27/2023,Red Hook,RH,"44,256.00","17,200,000.00",,"224,029",dPCR
03/26/2023,03/27/2023,Rockaway,RK,"31,896.00","19,000,000.00",,"120,539",dPCR
03/26/2023,03/27/2023,Tallman Island,TI,"38,448.00","16,800,000.00",,"449,907",dPCR
03/26/2023,03/27/2023,Wards Island,WI,"7,848.00","4,400,000.00",,"1,201,485",dPCR
03/28/2023,03/29/2023,26th Ward,26W,"64,056.00","39,200,000.00",,"290,608",dPCR
03/28/2023,03/29/2023,Bowery Bay,BB,"129,792.00","45,700,000.00",,"924,695",dPCR
03/28/2023,03/29/2023,Coney Island,CI,"46,560.00","22,000,000.00",,"682,342",dPCR
03/28/2023,03/29/2023,Hunts Point,HP,"10,464.00","10,400,000.00",,"755,948",dPCR
03/28/2023,03/29/2023,Jamaica Bay,JA,"211,176.00","77,900,000.00",,"748,737",dPCR
03/28/2023,03/29/2023,Newtown Creek,NC,"82,416.00","48,300,000.00",,"1,156,473",dPCR
03/28/2023,03/29/2023,North River,NR,"62,736.00","35,300,000.00",,"658,596",dPCR
03/28/2023,03/29/2023,Oakwood Beach,OB,"99,192.00","40,300,000.00",,"258,731",dPCR
03/28/2023,03/29/2023,Owls Head,OH,"96,288.00","32,600,000.00",,"906,442",dPCR
03/28/2023,03/29/2023,Port Richmond,PR,"91,296.00","38,200,000.00",This sample was analyzed in duplicate.,"226,167",dPCR
03/28/2023,03/29/2023,Red Hook,RH,"70,584.00","27,400,000.00",,"224,029",dPCR
03/28/2023,03/29/2023,Rockaway,RK,"118,272.00","70,600,000.00",,"120,539",dPCR
03/28/2023,03/29/2023,Tallman Island,TI,"86,280.00","38,500,000.00",,"449,907",dPCR
03/28/2023,03/29/2023,Wards Island,WI,"60,600.00","32,500,000.00",,"1,201,485",dPCR
04/02/2023,04/03/2023,26th Ward,26W,"13,896.00","8,510,000.00",,"290,608",dPCR
04/02/2023,04/03/2023,Bowery Bay,BB,"27,960.00","10,500,000.00",,"924,695",dPCR
04/02/2023,04/03/2023,Coney Island,CI,"46,152.00","19,200,000.00",,"682,342",dPCR
04/02/2023,04/03/2023,Hunts Point,HP,"25,848.00","17,100,000.00",,"755,948",dPCR
04/02/2023,04/03/2023,Jamaica Bay,JA,"53,472.00","20,300,000.00",,"748,737",dPCR
04/02/2023,04/03/2023,Newtown Creek,NC,"97,680.00","54,700,000.00",,"1,156,473",dPCR
04/02/2023,04/03/2023,North River,NR,"111,216.00","60,700,000.00",,"658,596",dPCR
04/02/2023,04/03/2023,Oakwood Beach,OB,"45,312.00","20,600,000.00",,"258,731",dPCR
04/02/2023,04/03/2023,Owls Head,OH,"104,976.00","37,300,000.00",,"906,442",dPCR
04/02/2023,04/03/2023,Port Richmond,PR,"70,632.00","30,700,000.00",This sample was analyzed in duplicate.,"226,167",dPCR
04/02/2023,04/03/2023,Red Hook,RH,"9,384.00","3,650,000.00",,"224,029",dPCR
04/02/2023,04/03/2023,Rockaway,RK,"68,208.00","38,600,000.00",,"120,539",dPCR
04/02/2023,04/03/2023,Tallman Island,TI,"24,120.00","11,800,000.00",,"449,907",dPCR
04/02/2023,04/03/2023,Wards Island,WI,"13,224.00","7,790,000.00",,"1,201,485",dPCR
04/04/2023,04/05/2023,26th Ward,26W,"40,104.00","23,500,000.00",,"290,608",dPCR
04/04/2023,04/05/2023,Bowery Bay,BB,"106,416.00","36,600,000.00",,"924,695",dPCR
04/04/2023,04/05/2023,Coney Island,CI,"48,864.00","19,800,000.00",,"682,342",dPCR
04/04/2023,04/05/2023,Hunts Point,HP,"59,256.00","35,600,000.00",,"755,948",dPCR
04/04/2023,04/05/2023,Jamaica Bay,JA,"189,072.00","66,000,000.00",,"748,737",dPCR
04/04/2023,04/05/2023,Newtown Creek,NC,"82,512.00","47,500,000.00",,"1,156,473",dPCR
04/04/2023,04/05/2023,North River,NR,"57,504.00","33,700,000.00",,"658,596",dPCR
04/04/2023,04/05/2023,Oakwood Beach,OB,"65,256.00","24,400,000.00",,"258,731",dPCR
04/04/2023,04/05/2023,Owls Head,OH,"33,960.00","12,200,000.00",,"906,442",dPCR
04/04/2023,04/05/2023,Port Richmond,PR,"60,840.00","24,400,000.00",This sample was analyzed in duplicate. Flow value not yet available.,"226,167",dPCR
04/04/2023,04/05/2023,Red Hook,RH,"66,192.00","25,700,000.00",,"224,029",dPCR
04/04/2023,04/05/2023,Rockaway,RK,"57,264.00","32,400,000.00",,"120,539",dPCR
04/04/2023,04/05/2023,Tallman Island,TI,"75,768.00","28,700,000.00",,"449,907",dPCR
04/04/2023,04/05/2023,Wards Island,WI,"21,528.00","12,700,000.00",,"1,201,485",dPCR
04/09/2023,04/10/2023,26th Ward,26W,"31,224.00","18,700,000.00",,"290,608",dPCR
04/09/2023,04/10/2023,Bowery Bay,BB,"72,264.00","25,100,000.00",,"924,695",dPCR
04/09/2023,04/10/2023,Coney Island,CI,"25,704.00","10,100,000.00",,"682,342",dPCR
04/09/2023,04/10/2023,Hunts Point,HP,"12,864.00","10,100,000.00",,"755,948",dPCR
04/09/2023,04/10/2023,Jamaica Bay,JA,"81,960.00","29,400,000.00",,"748,737",dPCR
04/09/2023,04/10/2023,Newtown Creek,NC,"54,168.00","29,100,000.00",,"1,156,473",dPCR
04/09/2023,04/10/2023,North River,NR,"11,520.00","5,960,000.00",,"658,596",dPCR
04/09/2023,04/10/2023,Oakwood Beach,OB,"12,528.00","4,750,000.00",,"258,731",dPCR
04/09/2023,04/10/2023,Owls Head,OH,"101,952.00","32,800,000.00",,"906,442",dPCR
04/09/2023,04/10/2023,Port Richmond,PR,"85,488.00","34,300,000.00",This sample was analyzed in duplicate.,"226,167",dPCR
04/09/2023,04/10/2023,Red Hook,RH,"52,200.00","21,200,000.00",,"224,029",dPCR
04/09/2023,04/10/2023,Rockaway,RK,"67,728.00","38,300,000.00",,"120,539",dPCR
04/09/2023,04/10/2023,Tallman Island,TI,"30,504.00","13,100,000.00",,"449,907",dPCR
04/09/2023,04/10/2023,Wards Island,WI,"7,872.00","4,440,000.00",,"1,201,485",dPCR
04/11/2023,04/12/2023,26th Ward,26W,"12,912.00","7,230,000.00",,"290,608",dPCR
04/11/2023,04/12/2023,Bowery Bay,BB,"54,456.00","18,300,000.00",,"924,695",dPCR
04/11/2023,04/12/2023,Coney Island,CI,"45,528.00","17,700,000.00",,"682,342",dPCR
